Nom;Modèle;Marque;Capacité;RAM;Connectivité;Couleur;norm;tokens;EAN;PartNumber
+ frais de transport chrono;+ frais de transport chrono;;;;;;+ frais de transport chrono;{'de', '+', 'frais', 'chrono', 'transport'};;
Abonnement forfait convergence;Abonnement forfait convergence;;;;;;abonnement forfait convergence;{'abonnement', 'convergence', 'forfait'};;
Acompte;Acompte;;;;;;acompte;{'acompte'};;
activation de SIM;activation de SIM;;;;;;activation de sim;{'sim', 'de', 'activation'};;
Xiaomi Redmi A5 4G DS 4/128Gb Lake Green;Redmi A5 DS Lake;Xiaomi;128GB;4;4G;Green;xiaomi redmi a5 4g ds 4 128gb lake green;{'green', '4', '4g', 'lake', 'xiaomi', '128gb', 'ds', 'a5', 'redmi'};6932554425173;MZB0JSMEU
Xiaomi Redmi A5 4G DS 4/128Gb Ocean Blue;Redmi A5 DS Blue;Xiaomi;128GB;4;4G;Ocean;xiaomi redmi a5 4g ds 4 128gb ocean blue;{'4', '4g', 'xiaomi', '128gb', 'ocean', 'ds', 'a5', 'blue', 'redmi'};;
Xiaomi Redmi A5 4G DS 4/128Gb Sandy Gold;Redmi A5 DS Sandy;Xiaomi;128GB;4;4G;Gold;xiaomi redmi a5 4g ds 4 128gb sandy gold;{'4', 'gold', '4g', 'xiaomi', '128gb', 'ds', 'a5', 'redmi', 'sandy'};6932554425548;MZB0JTPEU
Xiaomi Redmi Buds 5 Black;Redmi 5;Xiaomi;;;;Black;xiaomi redmi buds 5 black;{'black', 'buds', '5', 'xiaomi', 'redmi'};;
Xiaomi Redmi Buds 6 Active Black;Redmi 6 Active;Xiaomi;;;;Black;xiaomi redmi buds 6 active black;{'black', 'buds', '6', 'xiaomi', 'redmi', 'active'};;
Xiaomi Redmi Buds 6 Active White;Redmi 6 Active;Xiaomi;;;;White;xiaomi redmi buds 6 active white;{'buds', '6', 'xiaomi', 'white', 'redmi', 'active'};;
Xiaomi Redmi Buds 6 Play Black;Redmi 6 Play;Xiaomi;;;;Black;xiaomi redmi buds 6 play black;{'black', 'buds', '6', 'xiaomi', 'redmi', 'play'};;
Xiaomi Redmi Note 11S 5G DS 4/128Gb Midnight Black;Redmi Note 11S DS Black;Xiaomi;128GB;4;5G;Midnight;xiaomi redmi note 11s 5g ds 4 128gb midnight black;{'black', '5g', '4', 'xiaomi', '128gb', '11s', 'ds', 'redmi', 'note', 'midnight'};6934177783272;
Xiaomi Redmi Note 13 5G DS 8/256Gb Ocean Teal;Redmi Note 13 DS Teal;Xiaomi;256GB;8;5G;Ocean;xiaomi redmi note 13 5g ds 8 256gb ocean teal;{'256gb', '5g', 'xiaomi', 'ocean', 'teal', 'ds', '13', '8', 'redmi', 'note'};;
Xiaomi Redmi Note 13 Pro+ 5G DS 12/512Gb Black;Redmi Note 13 Pro+ DS;Xiaomi;512GB;12;5G;Black;xiaomi redmi note 13 pro+ 5g ds 12 512gb black;{'black', '5g', '12', '512gb', 'xiaomi', 'ds', 'pro+', '13', 'redmi', 'note'};;
Xiaomi Redmi Note 13 Pro+ 5G DS 8/256Gb Black;Redmi Note 13 Pro+ DS;Xiaomi;256GB;8;5G;Black;xiaomi redmi note 13 pro+ 5g ds 8 256gb black;{'black', '256gb', '5g', 'xiaomi', 'ds', 'pro+', '13', '8', 'redmi', 'note'};;
Xiaomi Redmi Note 13 Pro+ 5G DS 8/256Gb Purple;Redmi Note 13 Pro+ DS;Xiaomi;256GB;8;5G;Purple;xiaomi redmi note 13 pro+ 5g ds 8 256gb purple;{'256gb', '5g', 'purple', 'xiaomi', 'ds', 'pro+', '13', '8', 'redmi', 'note'};;
Xiaomi Redmi Note 14 4G DS 6/128Gb Lime Green;Redmi Note 14 DS Lime;Xiaomi;128GB;6;4G;Green;xiaomi redmi note 14 4g ds 6 128gb lime green;{'green', '6', '4g', 'lime', 'xiaomi', '128gb', 'ds', 'redmi', 'note', '14'};6932554407834;MZB0J0IEU
Xiaomi Redmi Note 14 4G DS 6/128Gb Midnight Black;Redmi Note 14 DS Black;Xiaomi;128GB;6;4G;Midnight;xiaomi redmi note 14 4g ds 6 128gb midnight black;{'black', '6', '4g', 'xiaomi', '128gb', 'midnight', 'ds', 'redmi', 'note', '14'};6932554408008;MZB0J01EU
Xiaomi Redmi Note 14 4G DS 6/128Gb Mist Purple;Redmi Note 14 DS Mist;Xiaomi;128GB;6;4G;Purple;xiaomi redmi note 14 4g ds 6 128gb mist purple;{'6', 'purple', '4g', 'xiaomi', '128gb', 'ds', 'mist', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 4G DS 6/128Gb Ocean Blue;Redmi Note 14 DS Blue;Xiaomi;128GB;6;4G;Ocean;xiaomi redmi note 14 4g ds 6 128gb ocean blue;{'6', '4g', 'xiaomi', '128gb', 'ocean', 'ds', 'blue', 'redmi', 'note', '14'};6932554407926;MZB0J09EU
Xiaomi Redmi Note 14 4G DS 8/256Gb Green;Redmi Note 14 DS;Xiaomi;256GB;8;4G;Green;xiaomi redmi note 14 4g ds 8 256gb green;{'256gb', 'green', '4g', 'xiaomi', 'ds', '8', 'redmi', 'note', '14'};6932554408022;MZB0IZZEU
Xiaomi Redmi Note 14 4G DS 8/256Gb Midnight Black;Redmi Note 14 DS Black;Xiaomi;256GB;8;4G;Midnight;xiaomi redmi note 14 4g ds 8 256gb midnight black;{'black', '256gb', '4g', 'xiaomi', 'midnight', 'ds', '8', 'redmi', 'note', '14'};6932554401931;MZB0IYXEU
Xiaomi Redmi Note 14 4G DS 8/256Gb Ocean Blue;Redmi Note 14 DS Blue;Xiaomi;256GB;8;4G;Ocean;xiaomi redmi note 14 4g ds 8 256gb ocean blue;{'256gb', '4g', 'xiaomi', 'ocean', 'ds', 'blue', '8', 'redmi', 'note', '14'};6932554408404;
Xiaomi Redmi Note 14 4G DS 8/256Gb Purple;Redmi Note 14 DS;Xiaomi;256GB;8;4G;Purple;xiaomi redmi note 14 4g ds 8 256gb purple;{'256gb', 'purple', '4g', 'xiaomi', 'ds', '8', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 5G DS 6/128Gb Midnight Black;Redmi Note 14 DS Black;Xiaomi;128GB;6;5G;Midnight;xiaomi redmi note 14 5g ds 6 128gb midnight black;{'black', '5g', '6', 'xiaomi', '128gb', 'midnight', 'ds', 'redmi', 'note', '14'};6932554453008;MZB0INYEU
Xiaomi Redmi Note 14 5G DS 8/256Gb Coral Green;Redmi Note 14 DS Coral;Xiaomi;256GB;8;5G;Green;xiaomi redmi note 14 5g ds 8 256gb coral green;{'256gb', '5g', 'green', 'coral', 'xiaomi', 'ds', '8', 'redmi', 'note', '14'};6932554405472;MZB0IOEEU
Xiaomi Redmi Note 14 5G DS 8/256Gb Lavender Purple;Redmi Note 14 DS;Xiaomi;256GB;8;5G;Lavender Purple;xiaomi redmi note 14 5g ds 8 256gb lavender purple;{'256gb', '5g', 'purple', 'lavender', 'xiaomi', 'ds', '8', 'redmi', 'note', '14'};;MZB0IO1EU
Xiaomi Redmi Note 14 5G DS 8/256Gb Midnight Black;Redmi Note 14 DS Black;Xiaomi;256GB;8;5G;Midnight;xiaomi redmi note 14 5g ds 8 256gb midnight black;{'black', '256gb', '5g', 'xiaomi', 'midnight', 'ds', '8', 'redmi', 'note', '14'};6932554405632;
Xiaomi Redmi Note 14 Pro 4G DS 12/512Gb Aurora Purple;Redmi Note 14 Pro DS Aurora;Xiaomi;512GB;12;4G;Purple;xiaomi redmi note 14 pro 4g ds 12 512gb aurora purple;{'12', '512gb', 'purple', '4g', 'xiaomi', 'ds', 'pro', 'redmi', 'note', '14', 'aurora'};;
Xiaomi Redmi Note 14 Pro 4G DS 12/512Gb Midnight Black;Redmi Note 14 Pro DS Black;Xiaomi;512GB;12;4G;Midnight;xiaomi redmi note 14 pro 4g ds 12 512gb midnight black;{'black', '12', '512gb', '4g', 'xiaomi', 'midnight', 'ds', 'pro', 'redmi', 'note', '14'};6932554406554;MZB0I8CEU
Xiaomi Redmi Note 14 Pro 4G DS 12/512Gb Ocean Blue;Redmi Note 14 Pro DS Blue;Xiaomi;512GB;12;4G;Ocean;xiaomi redmi note 14 pro 4g ds 12 512gb ocean blue;{'12', '512gb', '4g', 'xiaomi', 'ocean', 'ds', 'blue', 'pro', 'redmi', 'note', '14'};;MZB0IWDEU
Xiaomi Redmi Note 14 Pro 4G DS 8/256Gb Aurora Purple;Redmi Note 14 Pro DS Aurora;Xiaomi;256GB;8;4G;Purple;xiaomi redmi note 14 pro 4g ds 8 256gb aurora purple;{'256gb', '8', 'purple', '4g', 'xiaomi', 'ds', 'pro', 'redmi', 'note', '14', 'aurora'};6932554407063;MZB0IVXEU
Xiaomi Redmi Note 14 Pro 4G DS 8/256Gb Midnight Black;Redmi Note 14 Pro DS Black;Xiaomi;256GB;8;4G;Midnight;xiaomi redmi note 14 pro 4g ds 8 256gb midnight black;{'black', '256gb', '8', '4g', 'xiaomi', 'midnight', 'ds', 'pro', 'redmi', 'note', '14'};6941812742181;MZB0I9OEU
Xiaomi Redmi Note 14 Pro 4G DS 8/256Gb Ocean Blue;Redmi Note 14 Pro DS Blue;Xiaomi;256GB;8;4G;Ocean;xiaomi redmi note 14 pro 4g ds 8 256gb ocean blue;{'256gb', '8', '4g', 'xiaomi', 'ocean', 'ds', 'blue', 'pro', 'redmi', 'note', '14'};6932554406905;MZB0IX4EU
Xiaomi Redmi Note 14 Pro 5G DS 12/512Gb Coral Green;Redmi Note 14 Pro DS Coral;Xiaomi;512GB;12;5G;Green;xiaomi redmi note 14 pro 5g ds 12 512gb coral green;{'green', '5g', '12', '512gb', 'coral', 'xiaomi', 'ds', 'pro', 'redmi', 'note', '14'};6932554402433;MZB0IMOEU
Xiaomi Redmi Note 14 Pro 5G DS 12/512Gb Lavender Purple;Redmi Note 14 Pro DS;Xiaomi;512GB;12;5G;Lavender Purple;xiaomi redmi note 14 pro 5g ds 12 512gb lavender purple;{'5g', '12', '512gb', 'purple', 'lavender', 'xiaomi', 'ds', 'pro', 'redmi', 'note', '14'};6932554402839;
Xiaomi Redmi Note 14 Pro 5G DS 12/512Gb Midnight Black;Redmi Note 14 Pro DS Black;Xiaomi;512GB;12;5G;Midnight;xiaomi redmi note 14 pro 5g ds 12 512gb midnight black;{'black', '5g', '12', '512gb', 'xiaomi', 'midnight', 'ds', 'pro', 'redmi', 'note', '14'};6941812737620;MZB0ID5EU
Xiaomi Redmi Note 14 Pro 5G DS 8/256Gb Coral Green;Redmi Note 14 Pro DS Coral;Xiaomi;256GB;8;5G;Green;xiaomi redmi note 14 pro 5g ds 8 256gb coral green;{'256gb', '5g', '8', 'green', 'coral', 'xiaomi', 'ds', 'pro', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 Pro 5G DS 8/256Gb Lavender Purple;Redmi Note 14 Pro DS;Xiaomi;256GB;8;5G;Lavender Purple;xiaomi redmi note 14 pro 5g ds 8 256gb lavender purple;{'256gb', '5g', '8', 'purple', 'lavender', 'xiaomi', 'ds', 'pro', 'redmi', 'note', '14'};6932554402662;
Xiaomi Redmi Note 14 Pro 5G DS 8/256Gb Midnight Black;Redmi Note 14 Pro DS Black;Xiaomi;256GB;8;5G;Midnight;xiaomi redmi note 14 pro 5g ds 8 256gb midnight black;{'black', '256gb', '5g', '8', 'xiaomi', 'midnight', 'ds', 'pro', 'redmi', 'note', '14'};6941812737118;B0DTHXCLPF
Xiaomi Redmi Note 14 Pro+ 5G DS 12/512Gb Frost Blue;Redmi Note 14 Pro+ DS Frost;Xiaomi;512GB;12;5G;Blue;xiaomi redmi note 14 pro+ 5g ds 12 512gb frost blue;{'5g', '12', '512gb', 'xiaomi', 'ds', 'frost', 'pro+', 'blue', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 Pro+ 5G DS 12/512Gb Lavender Purple;Redmi Note 14 Pro+ DS;Xiaomi;512GB;12;5G;Lavender Purple;xiaomi redmi note 14 pro+ 5g ds 12 512gb lavender purple;{'5g', '12', '512gb', 'purple', 'lavender', 'xiaomi', 'ds', 'pro+', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 Pro+ 5G DS 12/512Gb Midnight Black;Redmi Note 14 Pro+ DS Black;Xiaomi;512GB;12;5G;Midnight;xiaomi redmi note 14 pro+ 5g ds 12 512gb midnight black;{'black', '5g', '12', '512gb', 'xiaomi', 'midnight', 'ds', 'pro+', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 Pro+ 5G DS 8/256Gb Frost Blue;Redmi Note 14 Pro+ DS Frost;Xiaomi;256GB;8;5G;Blue;xiaomi redmi note 14 pro+ 5g ds 8 256gb frost blue;{'256gb', '5g', 'xiaomi', 'ds', 'frost', 'pro+', 'blue', '8', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 Pro+ 5G DS 8/256Gb Lavender Purple;Redmi Note 14 Pro+ DS;Xiaomi;256GB;8;5G;Lavender Purple;xiaomi redmi note 14 pro+ 5g ds 8 256gb lavender purple;{'256gb', '5g', 'purple', 'lavender', 'xiaomi', 'ds', 'pro+', '8', 'redmi', 'note', '14'};;
Xiaomi Redmi Note 14 Pro+ 5G DS 8/256Gb Midnight Black;Redmi Note 14 Pro+ DS Black;Xiaomi;256GB;8;5G;Midnight;xiaomi redmi note 14 pro+ 5g ds 8 256gb midnight black;{'black', '256gb', '5g', 'xiaomi', 'midnight', 'ds', 'pro+', '8', 'redmi', 'note', '14'};6941812784792;
Xiaomi Redmi Note 14S 4G DS 8/256Gb Aurora Purple;Redmi Note 14S DS Aurora;Xiaomi;256GB;8;4G;Purple;xiaomi redmi note 14s 4g ds 8 256gb aurora purple;{'256gb', 'purple', '4g', '14s', 'xiaomi', 'ds', '8', 'redmi', 'note', 'aurora'};;
Xiaomi Redmi Note 14S 4G DS 8/256Gb Midnight Black;Redmi Note 14S DS Black;Xiaomi;256GB;8;4G;Midnight;xiaomi redmi note 14s 4g ds 8 256gb midnight black;{'black', '256gb', '4g', '14s', 'xiaomi', 'ds', '8', 'redmi', 'note', 'midnight'};6932554458225;
Xiaomi Redmi Note 14S 4G DS 8/256Gb Ocean Blue;Redmi Note 14S DS Blue;Xiaomi;256GB;8;4G;Ocean;xiaomi redmi note 14s 4g ds 8 256gb ocean blue;{'256gb', '4g', '14s', 'xiaomi', 'ocean', 'ds', 'blue', '8', 'redmi', 'note'};;
Xiaomi Redmi Pad 2 11.0 4/128Gb WiFi Graphite Grey;Redmi Pad 2 11.0 Grey;Xiaomi;128GB;4;WIFI;Graphite;xiaomi redmi pad 2 11.0 4 128gb wifi graphite grey;{'11.0', 'pad', '2', '4', 'wifi', 'graphite', 'grey', 'xiaomi', '128gb', 'redmi'};6932554433383;
Xiaomi Redmi Pad 2 11.0 4/128Gb WiFi Green;Redmi Pad 2 11.0;Xiaomi;128GB;4;WIFI;Green;xiaomi redmi pad 2 11.0 4 128gb wifi green;{'11.0', 'green', 'pad', '2', '4', 'wifi', 'xiaomi', '128gb', 'redmi'};6932554442569;
Xiaomi Redmi Pad 2 11.0 8/256Gb WiFi Graphite Grey;Redmi Pad 2 11.0 Grey;Xiaomi;256GB;8;WIFI;Graphite;xiaomi redmi pad 2 11.0 8 256gb wifi graphite grey;{'11.0', '256gb', 'pad', '2', 'wifi', 'graphite', 'grey', 'xiaomi', 'redmi', '8'};6932554433116;
Xiaomi Redmi Pad 2 4G 11.0 8/256Gb Graphite Grey;Redmi Pad 2 11.0 Grey;Xiaomi;256GB;8;4G;Graphite;xiaomi redmi pad 2 4g 11.0 8 256gb graphite grey;{'11.0', '256gb', 'pad', '2', 'graphite', '4g', 'grey', 'xiaomi', 'redmi', '8'};;
Xiaomi Redmi Pad Pro 12.1 6/128Gb WiFi Graphite;Redmi Pad Pro 12.1;Xiaomi;128GB;6;WIFI;Graphite;xiaomi redmi pad pro 12.1 6 128gb wifi graphite;{'pad', '6', 'wifi', 'graphite', '12.1', 'xiaomi', '128gb', 'pro', 'redmi'};;
Xiaomi Redmi Pad Pro 12.1 8/256Gb WiFi Graphite;Redmi Pad Pro 12.1;Xiaomi;256GB;8;WIFI;Graphite;xiaomi redmi pad pro 12.1 8 256gb wifi graphite;{'256gb', 'pad', 'wifi', 'graphite', '12.1', 'xiaomi', 'pro', 'redmi', '8'};;
Xiaomi Redmi Pad Pro 12.1 8/256Gb WiFi Mint Green;Redmi Pad Pro 12.1 Mint;Xiaomi;256GB;8;WIFI;Green;xiaomi redmi pad pro 12.1 8 256gb wifi mint green;{'256gb', 'green', 'pad', 'wifi', '12.1', 'xiaomi', 'mint', 'pro', 'redmi', '8'};;
Xiaomi Redmi Pad Pro 12.1 8/256Gb WiFi Ocean Blue;Redmi Pad Pro 12.1 Blue;Xiaomi;256GB;8;WIFI;Ocean;xiaomi redmi pad pro 12.1 8 256gb wifi ocean blue;{'256gb', 'pad', 'wifi', '12.1', 'xiaomi', 'ocean', 'blue', 'pro', 'redmi', '8'};;
Xiaomi Redmi Pad Pro 5G 12.1 6/128Gb Graphite Grey;Redmi Pad Pro 12.1 Grey;Xiaomi;128GB;6;5G;Graphite;xiaomi redmi pad pro 5g 12.1 6 128gb graphite grey;{'5g', 'pad', '6', 'graphite', '12.1', 'grey', 'xiaomi', '128gb', 'pro', 'redmi'};;
Xiaomi Redmi Pad Pro 5G 12.1 8/256Gb Graphite Grey;Redmi Pad Pro 12.1 Grey;Xiaomi;256GB;8;5G;Graphite;xiaomi redmi pad pro 5g 12.1 8 256gb graphite grey;{'256gb', '5g', 'pad', 'graphite', '12.1', 'grey', 'xiaomi', 'pro', 'redmi', '8'};6941812785690;
Xiaomi Redmi Pad Pro 5G 12.1 8/256Gb Mint Green;Redmi Pad Pro 12.1 Mint;Xiaomi;256GB;8;5G;Green;xiaomi redmi pad pro 5g 12.1 8 256gb mint green;{'256gb', '5g', 'green', 'pad', '12.1', 'xiaomi', 'mint', 'pro', 'redmi', '8'};;
Xiaomi Redmi Pad SE 11.0 4/128Gb WiFi Grey;Redmi Pad SE 11.0;Xiaomi;128GB;4;WIFI;Grey;xiaomi redmi pad se 11.0 4 128gb wifi grey;{'11.0', 'se', 'pad', '4', 'wifi', 'grey', 'xiaomi', '128gb', 'redmi'};6932554403713;
Xiaomi Redmi Pad SE 11.0 8/256Gb WiFi Green;Redmi Pad SE 11.0;Xiaomi;256GB;8;WIFI;Green;xiaomi redmi pad se 11.0 8 256gb wifi green;{'11.0', '256gb', 'green', 'se', 'pad', 'wifi', 'xiaomi', 'redmi', '8'};;
Xiaomi Redmi Pad SE 11.0 8/256Gb WiFi Grey;Redmi Pad SE 11.0;Xiaomi;256GB;8;WIFI;Grey;xiaomi redmi pad se 11.0 8 256gb wifi grey;{'11.0', '256gb', 'se', 'pad', 'wifi', 'grey', 'xiaomi', 'redmi', '8'};;
Xiaomi Redmi Pad SE 4G 8.7 4/128Gb Grey;Redmi Pad SE 8.7;Xiaomi;128GB;4;4G;Grey;xiaomi redmi pad se 4g 8.7 4 128gb grey;{'se', 'pad', '4', '4g', 'grey', 'xiaomi', '8.7', '128gb', 'redmi'};;
Xiaomi Redmi Pad SE 8.7 4/128Gb WiFi Grey;Redmi Pad SE 8.7;Xiaomi;128GB;4;WIFI;Grey;xiaomi redmi pad se 8.7 4 128gb wifi grey;{'se', 'pad', '4', 'wifi', 'grey', '8.7', 'xiaomi', '128gb', 'redmi'};;
Xiaomi Redmi Pad SE 8.7 4/64Gb WiFi Blue;Redmi Pad SE 8.7;Xiaomi;64GB;4;WIFI;Blue;xiaomi redmi pad se 8.7 4 64gb wifi blue;{'se', 'pad', '4', 'wifi', '64gb', '8.7', 'xiaomi', 'blue', 'redmi'};;
Xiaomi Redmi Pad SE 8.7 4/64Gb WiFi Grey;Redmi Pad SE 8.7;Xiaomi;64GB;4;WIFI;Grey;xiaomi redmi pad se 8.7 4 64gb wifi grey;{'se', 'pad', '4', 'wifi', '64gb', 'grey', '8.7', 'xiaomi', 'redmi'};6941812795392;
Xiaomi Redmi Watch 5 Active Black;Redmi Watch 5 Active;Xiaomi;;;;Black;xiaomi redmi watch 5 active black;{'black', 'watch', '5', 'xiaomi', 'redmi', 'active'};;
Xiaomi Redmi Watch 5 Active Silver;Redmi Watch 5 Active;Xiaomi;;;;Silver;xiaomi redmi watch 5 active silver;{'watch', '5', 'xiaomi', 'silver', 'redmi', 'active'};;
Xiaomi Robot Vacuum Cleaner S20 Black;Robot Vacuum Cleaner S20;Xiaomi;;;;Black;xiaomi robot vacuum cleaner s20 black;{'black', 'robot', 'cleaner', 'xiaomi', 's20', 'vacuum'};;
Xiaomi Robot Vacuum Cleaner S20+ Black;Robot Vacuum Cleaner S20+;Xiaomi;;;;Black;xiaomi robot vacuum cleaner s20+ black;{'black', 'robot', 'cleaner', 'xiaomi', 's20+', 'vacuum'};;
Xiaomi Smart Band 10 Black;Smart Band 10;Xiaomi;;;;Black;xiaomi smart band 10 black;{'black', 'band', 'smart', 'xiaomi', '10'};6932554419707;
Xiaomi Smart Band 7 Black;Smart Band 7;Xiaomi;;;;Black;xiaomi smart band 7 black;{'black', 'band', 'smart', 'xiaomi', '7'};;
Xiaomi Smart Band 9 Black;Smart Band 9;Xiaomi;;;;Black;xiaomi smart band 9 black;{'black', 'band', '9', 'smart', 'xiaomi'};;
Xiaomi Smart Band 9 Pro Black;Smart Band 9 Pro;Xiaomi;;;;Black;xiaomi smart band 9 pro black;{'black', 'band', '9', 'smart', 'xiaomi', 'pro'};;
Xiaomi Smart Band 9 Silver;Smart Band 9;Xiaomi;;;;Silver;xiaomi smart band 9 silver;{'band', '9', 'smart', 'xiaomi', 'silver'};;
Xiaomi Smart Camera C301 White;Smart Camera C301;Xiaomi;;;;White;xiaomi smart camera c301 white;{'camera', 'smart', 'xiaomi', 'white', 'c301'};;
Xiaomi Smart Desktop Fan Air Circulation White EU;Smart Desktop Fan Air Circulation EU;Xiaomi;;;;White;xiaomi smart desktop fan air circulation white eu;{'fan', 'desktop', 'smart', 'xiaomi', 'white', 'air', 'eu', 'circulation'};;
Xiaomi Smart Standing Fan 2 Pro White EU;Smart Standing Fan 2 Pro EU;Xiaomi;;;;White;xiaomi smart standing fan 2 pro white eu;{'2', 'fan', 'standing', 'smart', 'xiaomi', 'white', 'pro', 'eu'};;
Xiaomi Smart Standing Fan Air Circulation White EU;Smart Standing Fan Air Circulation EU;Xiaomi;;;;White;xiaomi smart standing fan air circulation white eu;{'fan', 'standing', 'smart', 'xiaomi', 'white', 'air', 'eu', 'circulation'};;
Xiaomi Sound Pocket Black;Sound Pocket;Xiaomi;;;;Black;xiaomi sound pocket black;{'pocket', 'sound', 'black', 'xiaomi'};6941948702349;
XO selfie stick holder magnetic SS18 black Bluetooth;XO selfie stick holder magnetic SS18 Bluetooth;;;;;Black;xo selfie stick holder magnetic ss18 black bluetooth;{'black', 'holder', 'bluetooth', 'xo', 'stick', 'selfie', 'ss18', 'magnetic'};;
XO Support Bureau C135 Black;XO Support Bureau C135;;;;;Black;xo support bureau c135 black;{'black', 'bureau', 'xo', 'c135', 'support'};;
ZAFFICHE CYBER 15;ZAFFICHE CYBER 15;;;;;;zaffiche cyber 15;{'cyber', 'zaffiche', '15'};;
ZAFFICHE NOTE 16 PRO;ZAFFICHE NOTE 16 PRO;;;;;;zaffiche note 16 pro;{'16', 'zaffiche', 'pro', 'note'};;
ZAFFICHE R10 PRO ;ZAFFICHE R10 PRO;;;;;;zaffiche r10 pro;{'pro', 'zaffiche', 'r10'};;
ZAFFICHE T7S ;ZAFFICHE T7S;;;;;;zaffiche t7s;{'zaffiche', 't7s'};;
ZFACTICE Hotwav Cyber 13 4G DS 8/128Gb Black NFC;ZFACTICE Hotwav Cyber 13 DS;Hotwav;128GB;8;4G;Black;zfactice hotwav cyber 13 4g ds 8 128gb black nfc;{'black', 'nfc', 'cyber', '4g', 'zfactice', '128gb', 'ds', '13', '8', 'hotwav'};;
ZFACTICE Hotwav Cyber 13 4G DS 8/128Gb Orange NFC;ZFACTICE Hotwav Cyber 13 DS;Hotwav;128GB;8;4G;Orange;zfactice hotwav cyber 13 4g ds 8 128gb orange nfc;{'nfc', 'cyber', 'orange', '4g', 'zfactice', '128gb', 'ds', '13', '8', 'hotwav'};;
ZFACTICE Hotwav Cyber 15 4G DS 12/256Gb Black NFC;ZFACTICE Hotwav Cyber 15 DS;Hotwav;256GB;12;4G;Black;zfactice hotwav cyber 15 4g ds 12 256gb black nfc;{'black', 'cyber', '256gb', '12', '4g', 'zfactice', 'ds', 'nfc', '15', 'hotwav'};;
ZFACTICE Hotwav Cyber 15 4G DS 12/256Gb Gold NFC;ZFACTICE Hotwav Cyber 15 DS;Hotwav;256GB;12;4G;Gold;zfactice hotwav cyber 15 4g ds 12 256gb gold nfc;{'cyber', '256gb', '12', 'gold', '4g', 'zfactice', 'ds', 'nfc', '15', 'hotwav'};;
ZFACTICE Hotwav Hyper 7 5G DS 8/256Gb Black NFC;ZFACTICE Hotwav Hyper 7 DS;Hotwav;256GB;8;5G;Black;zfactice hotwav hyper 7 5g ds 8 256gb black nfc;{'black', '256gb', '5g', 'hyper', 'zfactice', 'ds', '7', 'nfc', '8', 'hotwav'};;
ZFACTICE Hotwav Hyper 7 5G DS 8/256Gb Yellow NFC;ZFACTICE Hotwav Hyper 7 DS;Hotwav;256GB;8;5G;Yellow;zfactice hotwav hyper 7 5g ds 8 256gb yellow nfc;{'256gb', '5g', 'hyper', 'yellow', 'zfactice', 'ds', '7', 'nfc', '8', 'hotwav'};;
ZFACTICE Hotwav Hyper 7 Pro 5G DS 16/256Gb Black NFC;ZFACTICE Hotwav Hyper 7 Pro DS;Hotwav;256GB;16;5G;Black;zfactice hotwav hyper 7 pro 5g ds 16 256gb black nfc;{'16', 'black', '256gb', '5g', 'hyper', 'zfactice', 'ds', '7', 'nfc', 'pro', 'hotwav'};;
ZFACTICE Hotwav Hyper 7 Pro 5G DS 16/256Gb Red NFC;ZFACTICE Hotwav Hyper 7 Pro DS;Hotwav;256GB;16;5G;Red;zfactice hotwav hyper 7 pro 5g ds 16 256gb red nfc;{'16', 'red', '256gb', '5g', 'hyper', 'zfactice', 'ds', '7', 'nfc', 'pro', 'hotwav'};;
ZFACTICE Hotwav Note 13 4G DS 4/128Gb Blue;ZFACTICE Hotwav Note 13 DS;Hotwav;128GB;4;4G;Blue;zfactice hotwav note 13 4g ds 4 128gb blue;{'4', '4g', 'zfactice', '128gb', 'ds', 'blue', '13', 'note', 'hotwav'};;
ZFACTICE Hotwav Note 13 4G DS 4/128Gb Dark Grey;ZFACTICE Hotwav Note 13 DS Dark;Hotwav;128GB;4;4G;Grey;zfactice hotwav note 13 4g ds 4 128gb dark grey;{'4', 'dark', '4g', 'grey', 'zfactice', '128gb', 'ds', '13', 'note', 'hotwav'};;
ZFACTICE Hotwav Note 13 4G DS 4/128Gb Purple;ZFACTICE Hotwav Note 13 DS;Hotwav;128GB;4;4G;Purple;zfactice hotwav note 13 4g ds 4 128gb purple;{'4', 'purple', '4g', 'zfactice', '128gb', 'ds', '13', 'note', 'hotwav'};;
ZFACTICE Hotwav Note 13 Max 4G DS 6/256Gb Phantom Black;ZFACTICE Hotwav Note 13 Max DS;Hotwav;256GB;6;4G;Phantom Black;zfactice hotwav note 13 max 4g ds 6 256gb phantom black;{'black', '256gb', '6', '4g', 'max', 'zfactice', 'ds', '13', 'note', 'phantom', 'hotwav'};;
ZFACTICE Hotwav Note 13 Max 4G DS 6/256Gb Radiant Purple;ZFACTICE Hotwav Note 13 Max DS Radiant;Hotwav;256GB;6;4G;Purple;zfactice hotwav note 13 max 4g ds 6 256gb radiant purple;{'256gb', '6', 'purple', '4g', 'max', 'zfactice', 'ds', '13', 'radiant', 'note', 'hotwav'};;
